track_name,artist,album,release_date,popularity,spotify_url,id,duration_min,nconst,primaryName,birthYear,deathYear,primaryProfession,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
Bleeding Love,Leona Lewis,Spirit,2007,80,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE,7wZUrN8oemZfsEd1CGkbXE,4.374433333333333,nm2452244,Leona Lewis,1985.0,,"music_artist,actress,music_department",tt1411238,movie,No Strings Attached,No Strings Attached,0.0,2011.0,,108.0,"Comedy,Romance",6.2,249810
Bleeding Love,Leona Lewis,Spirit,2007,80,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE,7wZUrN8oemZfsEd1CGkbXE,4.374433333333333,nm2452244,Leona Lewis,1985.0,,"music_artist,actress,music_department",tt1261945,movie,Sex And The City 2,Sex And The City 2,0.0,2010.0,,146.0,"Comedy,Drama,Romance",4.5,86334
Bleeding Love,Leona Lewis,Spirit,2007,80,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE,7wZUrN8oemZfsEd1CGkbXE,4.374433333333333,nm2452244,Leona Lewis,1985.0,,"music_artist,actress,music_department",tt2107861,movie,Walking On Sunshine,Walking On Sunshine,0.0,2014.0,,97.0,"Comedy,Drama,Musical",5.4,6601
Nothing Breaks Like A Heart (Feat. Miley Cyrus),Mark Ronson,Late Night Feelings,2019-06-21,80,https://open.spotify.com/track/02dRkCEc8Q5ch4TTcnLxOn,02dRkCEc8Q5ch4TTcnLxOn,3.618316666666667,nm1053148,Mark Ronson,1975.0,,"music_artist,composer,actor",tt1517268,movie,Barbie,Barbie,0.0,2023.0,,114.0,"Adventure,Comedy,Fantasy",6.8,605663
Nothing Breaks Like A Heart (Feat. Miley Cyrus),Mark Ronson,Late Night Feelings,2019-06-21,80,https://open.spotify.com/track/02dRkCEc8Q5ch4TTcnLxOn,02dRkCEc8Q5ch4TTcnLxOn,3.618316666666667,nm1053148,Mark Ronson,1975.0,,"music_artist,composer,actor",tt1517451,movie,A Star Is Born,A Star Is Born,0.0,2018.0,,136.0,"Drama,Music,Romance",7.6,435560
Nothing Breaks Like A Heart (Feat. Miley Cyrus),Mark Ronson,Late Night Feelings,2019-06-21,80,https://open.spotify.com/track/02dRkCEc8Q5ch4TTcnLxOn,02dRkCEc8Q5ch4TTcnLxOn,3.618316666666667,nm1053148,Mark Ronson,1975.0,,"music_artist,composer,actor",tt5814534,movie,Spies In Disguise,Spies In Disguise,0.0,2019.0,,102.0,"Action,Adventure,Animation",6.8,60116
Nothing Breaks Like A Heart (Feat. Miley Cyrus),Mark Ronson,Late Night Feelings,2019-06-21,80,https://open.spotify.com/track/02dRkCEc8Q5ch4TTcnLxOn,02dRkCEc8Q5ch4TTcnLxOn,3.618316666666667,nm1053148,Mark Ronson,1975.0,,"music_artist,composer,actor",tt2304933,movie,The 5Th Wave,The 5Th Wave,0.0,2016.0,,112.0,"Action,Adventure,Sci-Fi",5.2,121590
Style,Taylor Swift,1989 (Deluxe),2014-01-01,80,https://open.spotify.com/track/0ug5NqcwcFR2xrfTkc7k8e,0ug5NqcwcFR2xrfTkc7k8e,3.85,nm2357847,Taylor Swift,1989.0,,"music_artist,actress,composer",tt28814949,movie,Taylor Swift: The Eras Tour,Taylor Swift: The Eras Tour,0.0,2023.0,,169.0,"Documentary,Music,Musical",8.0,24160
Style,Taylor Swift,1989 (Deluxe),2014-01-01,80,https://open.spotify.com/track/0ug5NqcwcFR2xrfTkc7k8e,0ug5NqcwcFR2xrfTkc7k8e,3.85,nm2357847,Taylor Swift,1989.0,,"music_artist,actress,composer",tt1482459,movie,The Lorax,The Lorax,0.0,2012.0,,86.0,"Adventure,Animation,Comedy",6.4,136768
Style,Taylor Swift,1989 (Deluxe),2014-01-01,80,https://open.spotify.com/track/0ug5NqcwcFR2xrfTkc7k8e,0ug5NqcwcFR2xrfTkc7k8e,3.85,nm2357847,Taylor Swift,1989.0,,"music_artist,actress,composer",tt1392170,movie,The Hunger Games,The Hunger Games,0.0,2012.0,,142.0,"Action,Adventure,Sci-Fi",7.2,1041403
Style,Taylor Swift,1989 (Deluxe),2014-01-01,80,https://open.spotify.com/track/0ug5NqcwcFR2xrfTkc7k8e,0ug5NqcwcFR2xrfTkc7k8e,3.85,nm2357847,Taylor Swift,1989.0,,"music_artist,actress,composer",tt9411972,movie,Where The Crawdads Sing,Where The Crawdads Sing,0.0,2022.0,,125.0,"Drama,Mystery,Romance",7.2,145922
Kings & Queens,Ava Max,Heaven & Hell,2020-09-18,80,https://open.spotify.com/track/7a53HqqArd4b9NF4XAmlbI,7a53HqqArd4b9NF4XAmlbI,2.706633333333333,nm10242824,Ava Max,1994.0,,"music_artist,actress,composer",tt3152592,movie,Scoob!,Scoob!,0.0,2020.0,,93.0,"Adventure,Animation,Comedy",5.6,31467
Kings & Queens,Ava Max,Heaven & Hell,2020-09-18,80,https://open.spotify.com/track/7a53HqqArd4b9NF4XAmlbI,7a53HqqArd4b9NF4XAmlbI,2.706633333333333,nm10242824,Ava Max,1994.0,,"music_artist,actress,composer",tt13075042,tvseries,Pretty Little Liars: Original Sin,Pretty Little Liars: Original Sin,0.0,2022.0,2024.0,,"Drama,Horror,Mystery",7.0,9735
Sucker,Jonas Brothers,Happiness Begins,2019-06-07,80,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,22vgEDb5hykfaTwLuskFGD,3.0171,nm2635467,Jonas Brothers,,,"music_artist,actor,music_department",tt0429591,movie,Aquamarine,Aquamarine,0.0,2006.0,,110.0,"Comedy,Family,Fantasy",5.4,46734
Sucker,Jonas Brothers,Happiness Begins,2019-06-07,80,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,22vgEDb5hykfaTwLuskFGD,3.0171,nm2635467,Jonas Brothers,,,"music_artist,actor,music_department",tt1044418,tvseries,Jonas,Jonas,0.0,2009.0,2010.0,25.0,"Comedy,Family,Music",4.7,6664
Sucker,Jonas Brothers,Happiness Begins,2019-06-07,80,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,22vgEDb5hykfaTwLuskFGD,3.0171,nm2635467,Jonas Brothers,,,"music_artist,actor,music_department",tt1078912,movie,Night At The Museum: Battle Of The Smithsonian,Night At The Museum: Battle Of The Smithsonian,0.0,2009.0,,105.0,"Adventure,Comedy,Family",6.0,220593
Sucker,Jonas Brothers,Happiness Begins,2019-06-07,80,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,22vgEDb5hykfaTwLuskFGD,3.0171,nm2635467,Jonas Brothers,,,"music_artist,actor,music_department",tt1229827,movie,Jonas Brothers: The 3D Concert Experience,Jonas Brothers: The 3D Concert Experience,0.0,2009.0,,76.0,"Biography,Documentary,Music",1.6,17578
Thunder,Gabry Ponte,Thunder,2021-05-07,79,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB,2USlegnFJLrVLpoVfPimKB,2.6666666666666665,nm8840222,Gabry Ponte,,,"music_artist,actor,composer",tt1403047,movie,Aurora,Aurora,0.0,2010.0,,181.0,Drama,6.5,2138
Thunder,Gabry Ponte,Thunder,2021-05-07,79,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB,2USlegnFJLrVLpoVfPimKB,2.6666666666666665,nm8840222,Gabry Ponte,,,"music_artist,actor,composer",tt4560190,tvseries,One Hit Wonderland,One Hit Wonderland,0.0,2012.0,,,"Documentary,History,Music",8.5,273
Diet Mountain Dew,Lana Del Rey,Born To Die - The Paradise Edition,2012-01-01,79,https://open.spotify.com/track/2vtmY2mSccRzKGjtcHSzI3,2vtmY2mSccRzKGjtcHSzI3,3.715333333333333,nm4787894,Lana Del Rey,1985.0,,"music_artist,actress,composer",tt1343092,movie,The Great Gatsby,The Great Gatsby,0.0,2013.0,,143.0,"Drama,Romance",7.2,619859
Diet Mountain Dew,Lana Del Rey,Born To Die - The Paradise Edition,2012-01-01,79,https://open.spotify.com/track/2vtmY2mSccRzKGjtcHSzI3,2vtmY2mSccRzKGjtcHSzI3,3.715333333333333,nm4787894,Lana Del Rey,1985.0,,"music_artist,actress,composer",tt5033998,movie,Charlie'S Angels,Charlie'S Angels,0.0,2019.0,,118.0,"Action,Adventure,Comedy",5.0,82769
Diet Mountain Dew,Lana Del Rey,Born To Die - The Paradise Edition,2012-01-01,79,https://open.spotify.com/track/2vtmY2mSccRzKGjtcHSzI3,2vtmY2mSccRzKGjtcHSzI3,3.715333333333333,nm4787894,Lana Del Rey,1985.0,,"music_artist,actress,composer",tt1126590,movie,Big Eyes,Big Eyes,0.0,2014.0,,106.0,"Biography,Crime,Drama",7.0,102309
Diet Mountain Dew,Lana Del Rey,Born To Die - The Paradise Edition,2012-01-01,79,https://open.spotify.com/track/2vtmY2mSccRzKGjtcHSzI3,2vtmY2mSccRzKGjtcHSzI3,3.715333333333333,nm4787894,Lana Del Rey,1985.0,,"music_artist,actress,composer",tt1587310,movie,Maleficent,Maleficent,0.0,2014.0,,97.0,"Action,Adventure,Drama",6.9,413112
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,2010-01-01,79,https://open.spotify.com/track/1htQDV8JxSuXG2QsNj5ttr,1htQDV8JxSuXG2QsNj5ttr,3.84555,nm2953537,Katy Perry,1984.0,,"music_artist,actress,composer",tt0472181,movie,The Smurfs,The Smurfs,0.0,2011.0,,103.0,"Adventure,Animation,Comedy",5.4,100453
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,2010-01-01,79,https://open.spotify.com/track/1htQDV8JxSuXG2QsNj5ttr,1htQDV8JxSuXG2QsNj5ttr,3.84555,nm2953537,Katy Perry,1984.0,,"music_artist,actress,composer",tt1608290,movie,Zoolander 2,Zoolander 2,0.0,2016.0,,101.0,"Action,Adventure,Comedy",4.7,78982
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,2010-01-01,79,https://open.spotify.com/track/1htQDV8JxSuXG2QsNj5ttr,1htQDV8JxSuXG2QsNj5ttr,3.84555,nm2953537,Katy Perry,1984.0,,"music_artist,actress,composer",tt2017020,movie,The Smurfs 2,The Smurfs 2,0.0,2013.0,,105.0,"Adventure,Animation,Comedy",5.3,48221
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,2010-01-01,79,https://open.spotify.com/track/1htQDV8JxSuXG2QsNj5ttr,1htQDV8JxSuXG2QsNj5ttr,3.84555,nm2953537,Katy Perry,1984.0,,"music_artist,actress,composer",tt0460649,tvseries,How I Met Your Mother,How I Met Your Mother,0.0,2005.0,2014.0,23.0,"Comedy,Drama,Romance",8.3,758101
Shower,Becky G,Shower,2014-04-23,79,https://open.spotify.com/track/3DmW6y7wTEYHJZlLo1r6XJ,3DmW6y7wTEYHJZlLo1r6XJ,3.4361,nm3121384,Becky G,1997.0,,"music_artist,actress,composer",tt3717490,movie,Power Rangers,Power Rangers,0.0,2017.0,,124.0,"Action,Adventure,Fantasy",5.9,116838
Shower,Becky G,Shower,2014-04-23,79,https://open.spotify.com/track/3DmW6y7wTEYHJZlLo1r6XJ,3DmW6y7wTEYHJZlLo1r6XJ,3.4361,nm3121384,Becky G,1997.0,,"music_artist,actress,composer",tt9362930,movie,Blue Beetle,Blue Beetle,0.0,2023.0,,127.0,"Action,Adventure,Sci-Fi",5.9,108115
Shower,Becky G,Shower,2014-04-23,79,https://open.spotify.com/track/3DmW6y7wTEYHJZlLo1r6XJ,3DmW6y7wTEYHJZlLo1r6XJ,3.4361,nm3121384,Becky G,1997.0,,"music_artist,actress,composer",tt4919268,movie,Bad Boys: Ride Or Die,Bad Boys: Ride Or Die,0.0,2024.0,,115.0,"Action,Adventure,Comedy",6.5,100277
Shower,Becky G,Shower,2014-04-23,79,https://open.spotify.com/track/3DmW6y7wTEYHJZlLo1r6XJ,3DmW6y7wTEYHJZlLo1r6XJ,3.4361,nm3121384,Becky G,1997.0,,"music_artist,actress,composer",tt9362722,movie,Spider-Man: Across The Spider-Verse,Spider-Man: Across The Spider-Verse,0.0,2023.0,,140.0,"Action,Adventure,Animation",8.5,452099
Party Monster,The Weeknd,Starboy,2016-11-25,79,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,4F7A0DXBrmUAkp32uenhZt,4.15355,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt14954666,tvseries,The Idol,The Idol,0.0,2023.0,2023.0,276.0,"Drama,Music",4.4,114165
Party Monster,The Weeknd,Starboy,2016-11-25,79,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,4F7A0DXBrmUAkp32uenhZt,4.15355,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt1825683,movie,Black Panther,Black Panther,0.0,2018.0,,134.0,"Action,Adventure,Sci-Fi",7.3,872375
Party Monster,The Weeknd,Starboy,2016-11-25,79,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,4F7A0DXBrmUAkp32uenhZt,4.15355,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt2322441,movie,Fifty Shades Of Grey,Fifty Shades Of Grey,0.0,2015.0,,125.0,"Drama,Romance,Thriller",4.2,346067
Party Monster,The Weeknd,Starboy,2016-11-25,79,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,4F7A0DXBrmUAkp32uenhZt,4.15355,nm1070597,The Weeknd,1990.0,,"music_artist,actor,composer",tt5727208,movie,Uncut Gems,Uncut Gems,0.0,2019.0,,135.0,"Crime,Drama,Thriller",7.4,334343
Runaway,Aurora,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,79,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,1v1oIWf2Xgh54kIWuKsDf6,4.1471,nm1034333,Aurora,1996.0,,"music_artist,music_department,composer",tt4520988,movie,Frozen Ii,Frozen Ii,0.0,2019.0,,103.0,"Adventure,Animation,Comedy",6.8,207102
Runaway,Aurora,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,79,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,1v1oIWf2Xgh54kIWuKsDf6,4.1471,nm1034333,Aurora,1996.0,,"music_artist,music_department,composer",tt5198068,movie,Wolfwalkers,Wolfwalkers,0.0,2020.0,,103.0,"Action,Adventure,Animation",8.0,41814
Runaway,Aurora,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,79,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,1v1oIWf2Xgh54kIWuKsDf6,4.1471,nm1034333,Aurora,1996.0,,"music_artist,music_department,composer",tt1236246,tvseries,Runaways,Runaways,0.0,2017.0,2019.0,60.0,"Action,Drama,Sci-Fi",6.8,29330
Runaway,Aurora,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,79,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,1v1oIWf2Xgh54kIWuKsDf6,4.1471,nm1034333,Aurora,1996.0,,"music_artist,music_department,composer",tt4372390,movie,Detour,Detour,0.0,2016.0,,97.0,"Action,Thriller",6.2,6737
Runaway,Aurora,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,79,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,1v1oIWf2Xgh54kIWuKsDf6,4.1471,nm7280929,Aurora,1985.0,,soundtrack,tt3685812,tvseries,"Tähdet, Tähdet","Tähdet, Tähdet",0.0,2014.0,,90.0,"Music,Reality-Tv",5.0,60
Runaway,Aurora,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,79,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,1v1oIWf2Xgh54kIWuKsDf6,4.1471,nm7280929,Aurora,1985.0,,soundtrack,tt4155738,tvseries,Love.,Love.,0.0,2014.0,,,Music,7.2,59
Runaway,Aurora,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,79,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,1v1oIWf2Xgh54kIWuKsDf6,4.1471,nm7280929,Aurora,1985.0,,soundtrack,tt5002350,tvseries,Antti Holma Show,Antti Holma Show,0.0,2015.0,2015.0,,"Comedy,Talk-Show",5.1,25
Runaway,Aurora,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,79,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,1v1oIWf2Xgh54kIWuKsDf6,4.1471,nm7280929,Aurora,1985.0,,soundtrack,tt0402649,tvseries,Heikoin Lenkki,Heikoin Lenkki,0.0,2002.0,2017.0,45.0,Game-Show,5.3,71
Work,Rihanna,Anti (Deluxe),2016-01-28,79,https://open.spotify.com/track/72TFWvU3wUYdUuxejTTIzt,72TFWvU3wUYdUuxejTTIzt,3.6553333333333335,nm1982597,Rihanna,1988.0,,"music_artist,actress,composer",tt1440129,movie,Battleship,Battleship,0.0,2012.0,,131.0,"Action,Adventure,Sci-Fi",5.8,263046
Work,Rihanna,Anti (Deluxe),2016-01-28,79,https://open.spotify.com/track/72TFWvU3wUYdUuxejTTIzt,72TFWvU3wUYdUuxejTTIzt,3.6553333333333335,nm1982597,Rihanna,1988.0,,"music_artist,actress,composer",tt2224026,movie,Home,Home,0.0,2015.0,,94.0,"Adventure,Animation,Comedy",6.5,116169
Work,Rihanna,Anti (Deluxe),2016-01-28,79,https://open.spotify.com/track/72TFWvU3wUYdUuxejTTIzt,72TFWvU3wUYdUuxejTTIzt,3.6553333333333335,nm1982597,Rihanna,1988.0,,"music_artist,actress,composer",tt2239822,movie,Valerian And The City Of A Thousand Planets,Valerian And The City Of A Thousand Planets,0.0,2017.0,,136.0,"Action,Adventure,Fantasy",6.4,203918
Work,Rihanna,Anti (Deluxe),2016-01-28,79,https://open.spotify.com/track/72TFWvU3wUYdUuxejTTIzt,72TFWvU3wUYdUuxejTTIzt,3.6553333333333335,nm1982597,Rihanna,1988.0,,"music_artist,actress,composer",tt1245492,movie,This Is The End,This Is The End,0.0,2013.0,,107.0,"Comedy,Fantasy",6.6,444509
Middle,Dj Snake,Encore,2016-08-05,79,https://open.spotify.com/track/0g5EKLgdKvNlln7TNqBByK,0g5EKLgdKvNlln7TNqBByK,3.6762166666666665,nm6099704,Dj Snake,,,"music_artist,composer,actor",tt9376612,movie,Shang-Chi And The Legend Of The Ten Rings,Shang-Chi And The Legend Of The Ten Rings,0.0,2021.0,,132.0,"Action,Adventure,Fantasy",7.3,461793
Middle,Dj Snake,Encore,2016-08-05,79,https://open.spotify.com/track/0g5EKLgdKvNlln7TNqBByK,0g5EKLgdKvNlln7TNqBByK,3.6762166666666665,nm6099704,Dj Snake,,,"music_artist,composer,actor",tt2820852,movie,Furious 7,Fast & Furious 7,0.0,2015.0,,137.0,"Action,Thriller",7.1,426779
Middle,Dj Snake,Encore,2016-08-05,79,https://open.spotify.com/track/0g5EKLgdKvNlln7TNqBByK,0g5EKLgdKvNlln7TNqBByK,3.6762166666666665,nm6099704,Dj Snake,,,"music_artist,composer,actor",tt5814534,movie,Spies In Disguise,Spies In Disguise,0.0,2019.0,,102.0,"Action,Adventure,Animation",6.8,60116
Middle,Dj Snake,Encore,2016-08-05,79,https://open.spotify.com/track/0g5EKLgdKvNlln7TNqBByK,0g5EKLgdKvNlln7TNqBByK,3.6762166666666665,nm6099704,Dj Snake,,,"music_artist,composer,actor",tt1727776,movie,Scouts Guide To The Zombie Apocalypse,Scouts Guide To The Zombie Apocalypse,0.0,2015.0,,93.0,"Action,Comedy,Horror",6.3,58000
Cool For The Summer,Demi Lovato,Confident,2015-01-01,79,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz,3uwnnTQcHM1rDqSfA4gQNz,3.5789833333333334,nm1416215,Demi Lovato,1992.0,,"music_artist,actress,music_department",tt1252374,tvseries,Sonny With A Chance,Sonny With A Chance,0.0,2009.0,2011.0,23.0,"Comedy,Family,Romance",6.0,13532
Cool For The Summer,Demi Lovato,Confident,2015-01-01,79,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz,3uwnnTQcHM1rDqSfA4gQNz,3.5789833333333334,nm1416215,Demi Lovato,1992.0,,"music_artist,actress,music_department",tt0413573,tvseries,Grey'S Anatomy,Grey'S Anatomy,0.0,2005.0,,45.0,"Drama,Romance",7.6,358758
Danza Kuduro,Don Omar,Meet The Orphans,2010-01-01,79,https://open.spotify.com/track/6DXLO8LndZMVOHM0wNbpzg,6DXLO8LndZMVOHM0wNbpzg,3.3131,nm1885797,Don Omar,1978.0,,"music_artist,actor,composer",tt1596343,movie,Fast Five,Fast Five,0.0,2011.0,,130.0,"Action,Crime,Thriller",7.3,420136
Danza Kuduro,Don Omar,Meet The Orphans,2010-01-01,79,https://open.spotify.com/track/6DXLO8LndZMVOHM0wNbpzg,6DXLO8LndZMVOHM0wNbpzg,3.3131,nm1885797,Don Omar,1978.0,,"music_artist,actor,composer",tt1013752,movie,Fast & Furious,Fast & Furious,0.0,2009.0,,107.0,"Action,Thriller",6.5,323038
Danza Kuduro,Don Omar,Meet The Orphans,2010-01-01,79,https://open.spotify.com/track/6DXLO8LndZMVOHM0wNbpzg,6DXLO8LndZMVOHM0wNbpzg,3.3131,nm1885797,Don Omar,1978.0,,"music_artist,actor,composer",tt4630562,movie,The Fate Of The Furious,The Fate Of The Furious,0.0,2017.0,,136.0,"Action,Crime,Thriller",6.6,263994
Danza Kuduro,Don Omar,Meet The Orphans,2010-01-01,79,https://open.spotify.com/track/6DXLO8LndZMVOHM0wNbpzg,6DXLO8LndZMVOHM0wNbpzg,3.3131,nm1885797,Don Omar,1978.0,,"music_artist,actor,composer",tt0463985,movie,The Fast And The Furious: Tokyo Drift,The Fast And The Furious: Tokyo Drift,0.0,2006.0,,104.0,"Action,Crime,Thriller",6.1,314914
Let Her Go,Passenger,All The Little Lights (Deluxe),2013-11-29,79,https://open.spotify.com/track/2pUpNOgJBIBCcjyQZQ00qU,2pUpNOgJBIBCcjyQZQ00qU,4.2122166666666665,nm3735779,Passenger,,,"music_artist,actor,composer",tt12989910,movie,Per Tutta La Vita,Per Tutta La Vita,0.0,2021.0,,101.0,"Comedy,Drama,Romance",5.6,658
Let Her Go,Passenger,All The Little Lights (Deluxe),2013-11-29,79,https://open.spotify.com/track/2pUpNOgJBIBCcjyQZQ00qU,2pUpNOgJBIBCcjyQZQ00qU,4.2122166666666665,nm3735779,Passenger,,,"music_artist,actor,composer",tt3614530,movie,Jem And The Holograms,Jem And The Holograms,0.0,2015.0,,118.0,"Adventure,Drama,Family",4.2,8511
Let Her Go,Passenger,All The Little Lights (Deluxe),2013-11-29,79,https://open.spotify.com/track/2pUpNOgJBIBCcjyQZQ00qU,2pUpNOgJBIBCcjyQZQ00qU,4.2122166666666665,nm3735779,Passenger,,,"music_artist,actor,composer",tt3273636,movie,Tour De Force,Hin Und Weg,0.0,2014.0,,95.0,"Comedy,Drama",7.2,2142
Let Her Go,Passenger,All The Little Lights (Deluxe),2013-11-29,79,https://open.spotify.com/track/2pUpNOgJBIBCcjyQZQ00qU,2pUpNOgJBIBCcjyQZQ00qU,4.2122166666666665,nm3735779,Passenger,,,"music_artist,actor,composer",tt0203259,tvseries,Law & Order: Special Victims Unit,Law & Order: Special Victims Unit,0.0,1999.0,,60.0,"Crime,Drama,Mystery",8.1,136031
Domino,Jessie J,Who You Are (Platinum Edition),2011-01-01,79,https://open.spotify.com/track/2fQxE0jVrjNMT9oJAXtSJR,2fQxE0jVrjNMT9oJAXtSJR,3.864,nm3697476,Jessie J,1988.0,,"music_artist,actress,composer",tt3416828,movie,Ice Age: Collision Course,Ice Age: Collision Course,0.0,2016.0,,94.0,"Adventure,Animation,Comedy",5.7,80648
Domino,Jessie J,Who You Are (Platinum Edition),2011-01-01,79,https://open.spotify.com/track/2fQxE0jVrjNMT9oJAXtSJR,2fQxE0jVrjNMT9oJAXtSJR,3.864,nm3697476,Jessie J,1988.0,,"music_artist,actress,composer",tt1706593,movie,Chronicle,Chronicle,0.0,2012.0,,84.0,"Adventure,Drama,Sci-Fi",7.0,269820
Domino,Jessie J,Who You Are (Platinum Edition),2011-01-01,79,https://open.spotify.com/track/2fQxE0jVrjNMT9oJAXtSJR,2fQxE0jVrjNMT9oJAXtSJR,3.864,nm3697476,Jessie J,1988.0,,"music_artist,actress,composer",tt2848292,movie,Pitch Perfect 2,Pitch Perfect 2,0.0,2015.0,,115.0,"Comedy,Music",6.4,175054
Domino,Jessie J,Who You Are (Platinum Edition),2011-01-01,79,https://open.spotify.com/track/2fQxE0jVrjNMT9oJAXtSJR,2fQxE0jVrjNMT9oJAXtSJR,3.864,nm3697476,Jessie J,1988.0,,"music_artist,actress,composer",tt4094724,movie,The Purge: Election Year,The Purge: Election Year,0.0,2016.0,,108.0,"Action,Horror,Sci-Fi",6.0,115148
Wolves,Selena Gomez,Wolves,2017-10-25,79,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,0tBbt8CrmxbjRP0pueQkyU,3.2998833333333333,nm1411125,Selena Gomez,1992.0,,"music_artist,actress,producer",tt2101441,movie,Spring Breakers,Spring Breakers,0.0,2012.0,,94.0,"Crime,Drama,Thriller",5.3,151924
Wolves,Selena Gomez,Wolves,2017-10-25,79,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,0tBbt8CrmxbjRP0pueQkyU,3.2998833333333333,nm1411125,Selena Gomez,1992.0,,"music_artist,actress,producer",tt20221436,movie,Emilia Pérez,Emilia Pérez,0.0,2024.0,,132.0,"Comedy,Crime,Drama",5.4,88408
Wolves,Selena Gomez,Wolves,2017-10-25,79,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,0tBbt8CrmxbjRP0pueQkyU,3.2998833333333333,nm1411125,Selena Gomez,1992.0,,"music_artist,actress,producer",tt1067774,movie,Monte Carlo,Monte Carlo,0.0,2011.0,,109.0,"Adventure,Comedy,Family",5.8,50568
Wolves,Selena Gomez,Wolves,2017-10-25,79,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,0tBbt8CrmxbjRP0pueQkyU,3.2998833333333333,nm1411125,Selena Gomez,1992.0,,"music_artist,actress,producer",tt0837562,movie,Hotel Transylvania,Hotel Transylvania,0.0,2012.0,,91.0,"Animation,Comedy,Family",7.0,296618
Agora Hills,Doja Cat,Scarlet,2023-09-22,79,https://open.spotify.com/track/7dJYggqjKo71KI9sLzqCs8,7dJYggqjKo71KI9sLzqCs8,4.422666666666666,nm9798310,Doja Cat,1995.0,,"music_artist,actress,composer",tt7713068,movie,Birds Of Prey And The Fantabulous Emancipation Of One Harley Quinn,Birds Of Prey And The Fantabulous Emancipation Of One Harley Quinn,0.0,2020.0,,109.0,"Action,Comedy,Crime",6.1,273857
Agora Hills,Doja Cat,Scarlet,2023-09-22,79,https://open.spotify.com/track/7dJYggqjKo71KI9sLzqCs8,7dJYggqjKo71KI9sLzqCs8,4.422666666666666,nm9798310,Doja Cat,1995.0,,"music_artist,actress,composer",tt6977338,movie,Good Boys,Good Boys,0.0,2019.0,,90.0,"Adventure,Comedy",6.7,85500
Agora Hills,Doja Cat,Scarlet,2023-09-22,79,https://open.spotify.com/track/7dJYggqjKo71KI9sLzqCs8,7dJYggqjKo71KI9sLzqCs8,4.422666666666666,nm9798310,Doja Cat,1995.0,,"music_artist,actress,composer",tt0203259,tvseries,Law & Order: Special Victims Unit,Law & Order: Special Victims Unit,0.0,1999.0,,60.0,"Crime,Drama,Mystery",8.1,136031
Agora Hills,Doja Cat,Scarlet,2023-09-22,79,https://open.spotify.com/track/7dJYggqjKo71KI9sLzqCs8,7dJYggqjKo71KI9sLzqCs8,4.422666666666666,nm9798310,Doja Cat,1995.0,,"music_artist,actress,composer",tt13610562,movie,The Bubble,The Bubble,0.0,2022.0,,126.0,Comedy,4.7,29577
