track_name,artist,album,release_date,popularity,spotify_url,id,duration_min,nconst,primaryName,birthYear,deathYear,primaryProfession,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
Love Me Like You Do,Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),2018-02-09,81,https://open.spotify.com/track/0Cy7wt6IlRfBPHXXjmZbcP,0Cy7wt6IlRfBPHXXjmZbcP,4.225333333333333,nm3716110,Ellie Goulding,1986.0,,"music_artist,actress,composer",tt1131724,movie,2:22,2:22,0.0,2017.0,,98.0,"Drama,Mystery,Romance",5.7,26564
Genie In A Bottle,Christina Aguilera,Christina Aguilera (Expanded Edition),1999,81,https://open.spotify.com/track/11mwFrKvLXCbcVGNxffGyP,11mwFrKvLXCbcVGNxffGyP,3.626216666666666,nm0004694,Christina Aguilera,1980.0,,"music_artist,actress,composer",tt1839337,tvseries,The Voice,The Voice,0.0,2011.0,,60.0,"Game-Show,Music,Reality-Tv",6.5,13767
Genie In A Bottle,Christina Aguilera,Christina Aguilera (Expanded Edition),1999,81,https://open.spotify.com/track/11mwFrKvLXCbcVGNxffGyP,11mwFrKvLXCbcVGNxffGyP,3.626216666666666,nm0004694,Christina Aguilera,1980.0,,"music_artist,actress,composer",tt1126591,movie,Burlesque,Burlesque,0.0,2010.0,,119.0,"Drama,Music,Musical",6.4,96363
Genie In A Bottle,Christina Aguilera,Christina Aguilera (Expanded Edition),1999,81,https://open.spotify.com/track/11mwFrKvLXCbcVGNxffGyP,11mwFrKvLXCbcVGNxffGyP,3.626216666666666,nm0004694,Christina Aguilera,1980.0,,"music_artist,actress,composer",tt0203009,movie,Moulin Rouge!,Moulin Rouge!,0.0,2001.0,,127.0,"Drama,Musical,Romance",7.6,307024
Genie In A Bottle,Christina Aguilera,Christina Aguilera (Expanded Edition),1999,81,https://open.spotify.com/track/11mwFrKvLXCbcVGNxffGyP,11mwFrKvLXCbcVGNxffGyP,3.626216666666666,nm0004694,Christina Aguilera,1980.0,,"music_artist,actress,composer",tt4877122,movie,The Emoji Movie,The Emoji Movie,0.0,2017.0,,86.0,"Adventure,Animation,Comedy",3.4,75579
Love Lost,Mac Miller,"I Love Life, Thank You",2022-07-22,80,https://open.spotify.com/track/2z9iuAxKv4TTeCrPAxxKg9,2z9iuAxKv4TTeCrPAxxKg9,2.714583333333333,nm5634993,Mac Miller,1992.0,2018.0,"music_artist,actor,composer",tt0795461,movie,Scary Movie V,Scary Movie 5,0.0,2013.0,,86.0,"Comedy,Horror",3.6,80129
Love Lost,Mac Miller,"I Love Life, Thank You",2022-07-22,80,https://open.spotify.com/track/2z9iuAxKv4TTeCrPAxxKg9,2z9iuAxKv4TTeCrPAxxKg9,2.714583333333333,nm5634993,Mac Miller,1992.0,2018.0,"music_artist,actor,composer",tt9252508,movie,Tall Girl,Tall Girl,0.0,2019.0,,101.0,"Comedy,Drama,Family",5.3,28289
Love Lost,Mac Miller,"I Love Life, Thank You",2022-07-22,80,https://open.spotify.com/track/2z9iuAxKv4TTeCrPAxxKg9,2z9iuAxKv4TTeCrPAxxKg9,2.714583333333333,nm5634993,Mac Miller,1992.0,2018.0,"music_artist,actor,composer",tt5164196,tvseries,Lethal Weapon,Lethal Weapon,0.0,2016.0,2019.0,44.0,"Action,Adventure,Comedy",7.8,41581
Love Lost,Mac Miller,"I Love Life, Thank You",2022-07-22,80,https://open.spotify.com/track/2z9iuAxKv4TTeCrPAxxKg9,2z9iuAxKv4TTeCrPAxxKg9,2.714583333333333,nm5634993,Mac Miller,1992.0,2018.0,"music_artist,actor,composer",tt5024912,tvseries,Insecure,Insecure,0.0,2016.0,2021.0,30.0,"Comedy,Drama,Romance",8.1,23704
Better Now,Post Malone,Beerbongs & Bentleys,2018-04-27,80,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,3.854433333333333,nm7970428,Post Malone,1995.0,,"music_artist,actor,composer",tt4633694,movie,Spider-Man: Into The Spider-Verse,Spider-Man: Into The Spider-Verse,0.0,2018.0,,117.0,"Action,Adventure,Animation",8.4,728484
Better Now,Post Malone,Beerbongs & Bentleys,2018-04-27,80,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,3.854433333333333,nm7970428,Post Malone,1995.0,,"music_artist,actor,composer",tt11083552,movie,Wrath Of Man,Wrath Of Man,0.0,2021.0,,119.0,"Action,Crime,Thriller",7.1,223820
Better Now,Post Malone,Beerbongs & Bentleys,2018-04-27,80,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,3.854433333333333,nm7970428,Post Malone,1995.0,,"music_artist,actor,composer",tt1293847,movie,Xxx: Return Of Xander Cage,Xxx: Return Of Xander Cage,0.0,2017.0,,107.0,"Action,Adventure,Thriller",5.2,99519
Better Now,Post Malone,Beerbongs & Bentleys,2018-04-27,80,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,3.854433333333333,nm7970428,Post Malone,1995.0,,"music_artist,actor,composer",tt3359350,movie,Road House,Road House,0.0,2024.0,,121.0,"Action,Drama,Thriller",6.2,167955
Hold On,Chord Overstreet,Hold On,2017-02-03,80,https://open.spotify.com/track/5vjLSffimiIP26QG5WcN2K,5vjLSffimiIP26QG5WcN2K,3.314216666666667,nm3432881,Chord Overstreet,1989.0,,"actor,soundtrack,archive_footage",tt1327801,tvseries,Glee,Glee,0.0,2009.0,2015.0,44.0,"Comedy,Drama,Music",6.8,158568
Hold On,Chord Overstreet,Hold On,2017-02-03,80,https://open.spotify.com/track/5vjLSffimiIP26QG5WcN2K,5vjLSffimiIP26QG5WcN2K,3.314216666666667,nm3432881,Chord Overstreet,1989.0,,"actor,soundtrack,archive_footage",tt14715170,movie,Falling For Christmas,Falling For Christmas,0.0,2022.0,,93.0,"Comedy,Romance",5.3,32140
Hold On,Chord Overstreet,Hold On,2017-02-03,80,https://open.spotify.com/track/5vjLSffimiIP26QG5WcN2K,5vjLSffimiIP26QG5WcN2K,3.314216666666667,nm3432881,Chord Overstreet,1989.0,,"actor,soundtrack,archive_footage",tt1341340,movie,A Warrior'S Heart,A Warrior'S Heart,0.0,2011.0,,86.0,"Action,Drama,Family",5.2,2551
